"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"05.01.2021 09:00 - 05.01.2021 09:15","61167","69445"
"05.01.2021 09:15 - 05.01.2021 09:30","61511","70084"
"05.01.2021 09:30 - 05.01.2021 09:45","61785","70314"
"05.01.2021 09:45 - 05.01.2021 10:00","62218","70614"
"05.01.2021 10:00 - 05.01.2021 10:15","62517","70989"
"05.01.2021 10:15 - 05.01.2021 10:30","62845","71537"
"05.01.2021 10:30 - 05.01.2021 10:45","62925","72037"
"05.01.2021 10:45 - 05.01.2021 11:00","63127","72205"
"05.01.2021 11:00 - 05.01.2021 11:15","63152","72183"
"05.01.2021 11:15 - 05.01.2021 11:30","63175","72080"
"05.01.2021 11:30 - 05.01.2021 11:45","62996","72086"
"05.01.2021 11:45 - 05.01.2021 12:00","63214","71774"
"05.01.2021 12:00 - 05.01.2021 12:15","62607","71724"
"05.01.2021 12:15 - 05.01.2021 12:30","62151","71399"
"05.01.2021 12:30 - 05.01.2021 12:45","61796","70981"
"05.01.2021 12:45 - 05.01.2021 13:00","60983","70401"
"05.01.2021 13:00 - 05.01.2021 13:15","60775","70520"
"05.01.2021 13:15 - 05.01.2021 13:30","60269","70365"
"05.01.2021 13:30 - 05.01.2021 13:45","60642","70151"
"05.01.2021 13:45 - 05.01.2021 14:00","60635","69943"
"05.01.2021 14:00 - 05.01.2021 14:15","60287","70038"
"05.01.2021 14:15 - 05.01.2021 14:30","60090","69797"
"05.01.2021 14:30 - 05.01.2021 14:45","60351","69850"
"05.01.2021 14:45 - 05.01.2021 15:00","60194","69504"
"05.01.2021 15:00 - 05.01.2021 15:15","60219","69951"
"05.01.2021 15:15 - 05.01.2021 15:30","60596","70198"
"05.01.2021 15:30 - 05.01.2021 15:45","61086","70669"
"05.01.2021 15:45 - 05.01.2021 16:00","61800","71214"
"05.01.2021 16:00 - 05.01.2021 16:15","62511","71711"
"05.01.2021 16:15 - 05.01.2021 16:30","62981","71883"
"05.01.2021 16:30 - 05.01.2021 16:45","63517","72372"
"05.01.2021 16:45 - 05.01.2021 17:00","63872","72421"
"05.01.2021 17:00 - 05.01.2021 17:15","63792","72296"
"05.01.2021 17:15 - 05.01.2021 17:30","63566","71986"
"05.01.2021 17:30 - 05.01.2021 17:45","63418","71712"
"05.01.2021 17:45 - 05.01.2021 18:00","62987","71048"
"05.01.2021 18:00 - 05.01.2021 18:15","62471","70430"
"05.01.2021 18:15 - 05.01.2021 18:30","61480","70025"
"05.01.2021 18:30 - 05.01.2021 18:45","61334","69576"
"05.01.2021 18:45 - 05.01.2021 19:00","60882","69125"
"05.01.2021 19:00 - 05.01.2021 19:15","59286","67909"
"05.01.2021 19:15 - 05.01.2021 19:30","58094","66813"
"05.01.2021 19:30 - 05.01.2021 19:45","57065","66027"
"05.01.2021 19:45 - 05.01.2021 20:00","56460","65161"
"05.01.2021 20:00 - 05.01.2021 20:15","55933","64607"
"05.01.2021 20:15 - 05.01.2021 20:30","55389","63724"
"05.01.2021 20:30 - 05.01.2021 20:45","54600","62914"
"05.01.2021 20:45 - 05.01.2021 21:00","54328","62241"
"05.01.2021 21:00 - 05.01.2021 21:15","54380","62369"
"05.01.2021 21:15 - 05.01.2021 21:30","53735","61632"
"05.01.2021 21:30 - 05.01.2021 21:45","52841","60687"
"05.01.2021 21:45 - 05.01.2021 22:00","51778","59633"
"05.01.2021 22:00 - 05.01.2021 22:15","50990","58458"
"05.01.2021 22:15 - 05.01.2021 22:30","49834","57484"
"05.01.2021 22:30 - 05.01.2021 22:45","49026","56781"
"05.01.2021 22:45 - 05.01.2021 23:00","48214","56367"
"05.01.2021 23:00 - 05.01.2021 23:15","47977","54818"
"05.01.2021 23:15 - 05.01.2021 23:30","47113","53951"
"05.01.2021 23:30 - 05.01.2021 23:45","46854","53379"
"05.01.2021 23:45 - 06.01.2021 00:00","46324","52786"
"06.01.2021 00:00 - 06.01.2021 00:15","45616","52165"
"06.01.2021 00:15 - 06.01.2021 00:30","44793","51454"
"06.01.2021 00:30 - 06.01.2021 00:45","44582","51151"
"06.01.2021 00:45 - 06.01.2021 01:00","44371","50784"
"06.01.2021 01:00 - 06.01.2021 01:15","43527","50558"
"06.01.2021 01:15 - 06.01.2021 01:30","43896","50523"
"06.01.2021 01:30 - 06.01.2021 01:45","43632","50218"
"06.01.2021 01:45 - 06.01.2021 02:00","43556","50161"
"06.01.2021 02:00 - 06.01.2021 02:15","43350","50333"
"06.01.2021 02:15 - 06.01.2021 02:30","43752","50362"
"06.01.2021 02:30 - 06.01.2021 02:45","43747","50399"
"06.01.2021 02:45 - 06.01.2021 03:00","43782","50497"
"06.01.2021 03:00 - 06.01.2021 03:15","44021","50950"
"06.01.2021 03:15 - 06.01.2021 03:30","44394","50951"
"06.01.2021 03:30 - 06.01.2021 03:45","44631","51255"
"06.01.2021 03:45 - 06.01.2021 04:00","45015","51421"
"06.01.2021 04:00 - 06.01.2021 04:15","45545","51668"
"06.01.2021 04:15 - 06.01.2021 04:30","45510","52050"
"06.01.2021 04:30 - 06.01.2021 04:45","45881","52595"
"06.01.2021 04:45 - 06.01.2021 05:00","46322","53198"
"06.01.2021 05:00 - 06.01.2021 05:15","47652","54758"
"06.01.2021 05:15 - 06.01.2021 05:30","48905","55856"
"06.01.2021 05:30 - 06.01.2021 05:45","49856","56663"
"06.01.2021 05:45 - 06.01.2021 06:00","50768","57607"
"06.01.2021 06:00 - 06.01.2021 06:15","52649","58878"
"06.01.2021 06:15 - 06.01.2021 06:30","53154","59574"
"06.01.2021 06:30 - 06.01.2021 06:45","53917","60807"
"06.01.2021 06:45 - 06.01.2021 07:00","54407","61573"
"06.01.2021 07:00 - 06.01.2021 07:15","55649","62991"
"06.01.2021 07:15 - 06.01.2021 07:30","55938","63453"
"06.01.2021 07:30 - 06.01.2021 07:45","55490","63769"
"06.01.2021 07:45 - 06.01.2021 08:00","55951","64057"
"06.01.2021 08:00 - 06.01.2021 08:15","56500","64352"
"06.01.2021 08:15 - 06.01.2021 08:30","57589","64840"
"06.01.2021 08:30 - 06.01.2021 08:45","58004","65316"
"06.01.2021 08:45 - 06.01.2021 09:00","58233","65631"
"06.01.2021 09:00 - 06.01.2021 09:15","58498","65859"
"06.01.2021 09:15 - 06.01.2021 09:30","58992","66218"
"06.01.2021 09:30 - 06.01.2021 09:45","59516","66460"
"06.01.2021 09:45 - 06.01.2021 10:00","59764","66852"
"06.01.2021 10:00 - 06.01.2021 10:15","60497","67385"
"06.01.2021 10:15 - 06.01.2021 10:30","60890","68132"
"06.01.2021 10:30 - 06.01.2021 10:45","61389","68718"
"06.01.2021 10:45 - 06.01.2021 11:00","61998","68882"
"06.01.2021 11:00 - 06.01.2021 11:15","61157","69120"
"06.01.2021 11:15 - 06.01.2021 11:30","61370","67738"
"06.01.2021 11:30 - 06.01.2021 11:45","60787","67544"
"06.01.2021 11:45 - 06.01.2021 12:00","60767","67307"
"06.01.2021 12:00 - 06.01.2021 12:15","59960","66930"
"06.01.2021 12:15 - 06.01.2021 12:30","60367","66590"
"06.01.2021 12:30 - 06.01.2021 12:45","59621","66298"
"06.01.2021 12:45 - 06.01.2021 13:00","58996","66916"
"06.01.2021 13:00 - 06.01.2021 13:15","58690","66667"
"06.01.2021 13:15 - 06.01.2021 13:30","58522","66605"
"06.01.2021 13:30 - 06.01.2021 13:45","58414","66246"
"06.01.2021 13:45 - 06.01.2021 14:00","58509","65845"
"06.01.2021 14:00 - 06.01.2021 14:15","58004","65792"
"06.01.2021 14:15 - 06.01.2021 14:30","57851","65499"
"06.01.2021 14:30 - 06.01.2021 14:45","57871","65321"
"06.01.2021 14:45 - 06.01.2021 15:00","57961","64948"
"06.01.2021 15:00 - 06.01.2021 15:15","58260","65212"
"06.01.2021 15:15 - 06.01.2021 15:30","58996","65400"
"06.01.2021 15:30 - 06.01.2021 15:45","59357","66059"
"06.01.2021 15:45 - 06.01.2021 16:00","60099","67015"
"06.01.2021 16:00 - 06.01.2021 16:15","61616","67624"
"06.01.2021 16:15 - 06.01.2021 16:30","61985","68125"
"06.01.2021 16:30 - 06.01.2021 16:45","62556","68427"
"06.01.2021 16:45 - 06.01.2021 17:00","63043","69063"
"06.01.2021 17:00 - 06.01.2021 17:15","63028","68665"
"06.01.2021 17:15 - 06.01.2021 17:30","62684","68412"
"06.01.2021 17:30 - 06.01.2021 17:45","62580","68331"
"06.01.2021 17:45 - 06.01.2021 18:00","62115","68190"
"06.01.2021 18:00 - 06.01.2021 18:15","61828","67413"
"06.01.2021 18:15 - 06.01.2021 18:30","61283","66795"
"06.01.2021 18:30 - 06.01.2021 18:45","61157","66363"
"06.01.2021 18:45 - 06.01.2021 19:00","60686","65545"
"06.01.2021 19:00 - 06.01.2021 19:15","59623","64472"
"06.01.2021 19:15 - 06.01.2021 19:30","58170","63752"
"06.01.2021 19:30 - 06.01.2021 19:45","57352","62839"
"06.01.2021 19:45 - 06.01.2021 20:00","56714","62155"
"06.01.2021 20:00 - 06.01.2021 20:15","55861","61468"
"06.01.2021 20:15 - 06.01.2021 20:30","55463","60924"
"06.01.2021 20:30 - 06.01.2021 20:45","54737","60440"
"06.01.2021 20:45 - 06.01.2021 21:00","54627","60009"
"06.01.2021 21:00 - 06.01.2021 21:15","54150","60238"
"06.01.2021 21:15 - 06.01.2021 21:30","53631","59835"
"06.01.2021 21:30 - 06.01.2021 21:45","53352","58949"
"06.01.2021 21:45 - 06.01.2021 22:00","52024","58170"
"06.01.2021 22:00 - 06.01.2021 22:15","51058","57110"
"06.01.2021 22:15 - 06.01.2021 22:30","50027","56438"
"06.01.2021 22:30 - 06.01.2021 22:45","49434","55694"
"06.01.2021 22:45 - 06.01.2021 23:00","49095","55097"
"06.01.2021 23:00 - 06.01.2021 23:15","48553","54176"
"06.01.2021 23:15 - 06.01.2021 23:30","47775","53550"
"06.01.2021 23:30 - 06.01.2021 23:45","47348","52792"
"06.01.2021 23:45 - 07.01.2021 00:00","47201","52374"
"07.01.2021 00:00 - 07.01.2021 00:15","46576","51810"
"07.01.2021 00:15 - 07.01.2021 00:30","45766","51521"
"07.01.2021 00:30 - 07.01.2021 00:45","45612","51187"
"07.01.2021 00:45 - 07.01.2021 01:00","45679","51128"
"07.01.2021 01:00 - 07.01.2021 01:15","45419","51297"
"07.01.2021 01:15 - 07.01.2021 01:30","45397","50901"
"07.01.2021 01:30 - 07.01.2021 01:45","45349","50907"
"07.01.2021 01:45 - 07.01.2021 02:00","45497","50883"
"07.01.2021 02:00 - 07.01.2021 02:15","45357","50925"
"07.01.2021 02:15 - 07.01.2021 02:30","45950","50863"
"07.01.2021 02:30 - 07.01.2021 02:45","45634","50882"
"07.01.2021 02:45 - 07.01.2021 03:00","45961","51035"
"07.01.2021 03:00 - 07.01.2021 03:15","46469","51525"
"07.01.2021 03:15 - 07.01.2021 03:30","47067","51607"
"07.01.2021 03:30 - 07.01.2021 03:45","47201","52023"
"07.01.2021 03:45 - 07.01.2021 04:00","47783","52496"
"07.01.2021 04:00 - 07.01.2021 04:15","48081","53803"
"07.01.2021 04:15 - 07.01.2021 04:30","48625","54253"
"07.01.2021 04:30 - 07.01.2021 04:45","49564","55059"
"07.01.2021 04:45 - 07.01.2021 05:00","50639","56175"
"07.01.2021 05:00 - 07.01.2021 05:15","52819","58169"
"07.01.2021 05:15 - 07.01.2021 05:30","54091","59735"
"07.01.2021 05:30 - 07.01.2021 05:45","55516","60602"
"07.01.2021 05:45 - 07.01.2021 06:00","56948","61691"
"07.01.2021 06:00 - 07.01.2021 06:15","58458","63586"
"07.01.2021 06:15 - 07.01.2021 06:30","59650","64370"
"07.01.2021 06:30 - 07.01.2021 06:45","60562","65114"
"07.01.2021 06:45 - 07.01.2021 07:00","61173","66487"
"07.01.2021 07:00 - 07.01.2021 07:15","62512","67632"
"07.01.2021 07:15 - 07.01.2021 07:30","62917","67857"
"07.01.2021 07:30 - 07.01.2021 07:45","62764","68311"
"07.01.2021 07:45 - 07.01.2021 08:00","63381","68411"
"07.01.2021 08:00 - 07.01.2021 08:15","63262","68672"
"07.01.2021 08:15 - 07.01.2021 08:30","63710","69010"
"07.01.2021 08:30 - 07.01.2021 08:45","63903","69379"
"07.01.2021 08:45 - 07.01.2021 09:00","64216","69697"
"07.01.2021 09:00 - 07.01.2021 09:15","64535","69936"
"07.01.2021 09:15 - 07.01.2021 09:30","64821","70154"
"07.01.2021 09:30 - 07.01.2021 09:45","64758","70470"
"07.01.2021 09:45 - 07.01.2021 10:00","64816","70760"
"07.01.2021 10:00 - 07.01.2021 10:15","65648","71375"
"07.01.2021 10:15 - 07.01.2021 10:30","65051","71908"
"07.01.2021 10:30 - 07.01.2021 10:45","65602","72180"
"07.01.2021 10:45 - 07.01.2021 11:00","66187","72473"
"07.01.2021 11:00 - 07.01.2021 11:15","65458","72759"
"07.01.2021 11:15 - 07.01.2021 11:30","65579","72836"
"07.01.2021 11:30 - 07.01.2021 11:45","65268","72734"
"07.01.2021 11:45 - 07.01.2021 12:00","65312","72399"
"07.01.2021 12:00 - 07.01.2021 12:15","64992","72085"
"07.01.2021 12:15 - 07.01.2021 12:30","65195","71659"
"07.01.2021 12:30 - 07.01.2021 12:45","63904","71387"
"07.01.2021 12:45 - 07.01.2021 13:00","63441","70752"
"07.01.2021 13:00 - 07.01.2021 13:15","63523","70494"
"07.01.2021 13:15 - 07.01.2021 13:30","63330","70287"
"07.01.2021 13:30 - 07.01.2021 13:45","62993","70039"
"07.01.2021 13:45 - 07.01.2021 14:00","63295","69609"
"07.01.2021 14:00 - 07.01.2021 14:15","63101","69994"
"07.01.2021 14:15 - 07.01.2021 14:30","62911","69633"
"07.01.2021 14:30 - 07.01.2021 14:45","63148","69408"
"07.01.2021 14:45 - 07.01.2021 15:00","62951","69072"
"07.01.2021 15:00 - 07.01.2021 15:15","62623","69268"
"07.01.2021 15:15 - 07.01.2021 15:30","63042","69404"
"07.01.2021 15:30 - 07.01.2021 15:45","63388","69937"
"07.01.2021 15:45 - 07.01.2021 16:00","63730","70593"
"07.01.2021 16:00 - 07.01.2021 16:15","65041","71694"
"07.01.2021 16:15 - 07.01.2021 16:30","65700","72177"
"07.01.2021 16:30 - 07.01.2021 16:45","66248","72234"
"07.01.2021 16:45 - 07.01.2021 17:00","66633","72234"
"07.01.2021 17:00 - 07.01.2021 17:15","66449","72138"
"07.01.2021 17:15 - 07.01.2021 17:30","66136","71939"
"07.01.2021 17:30 - 07.01.2021 17:45","65993","71575"
"07.01.2021 17:45 - 07.01.2021 18:00","65294","71221"
"07.01.2021 18:00 - 07.01.2021 18:15","64810","70411"
"07.01.2021 18:15 - 07.01.2021 18:30","63960","69996"
"07.01.2021 18:30 - 07.01.2021 18:45","63473","69369"
"07.01.2021 18:45 - 07.01.2021 19:00","63077","68756"
"07.01.2021 19:00 - 07.01.2021 19:15","61806","67585"
"07.01.2021 19:15 - 07.01.2021 19:30","60357","66720"
"07.01.2021 19:30 - 07.01.2021 19:45","59737","65845"
"07.01.2021 19:45 - 07.01.2021 20:00","58896","65138"
"07.01.2021 20:00 - 07.01.2021 20:15","58039","64457"
"07.01.2021 20:15 - 07.01.2021 20:30","57497","64022"
"07.01.2021 20:30 - 07.01.2021 20:45","56199","63255"
"07.01.2021 20:45 - 07.01.2021 21:00","55983","62593"
"07.01.2021 21:00 - 07.01.2021 21:15","56538","62614"
"07.01.2021 21:15 - 07.01.2021 21:30","55611","62136"
"07.01.2021 21:30 - 07.01.2021 21:45","55525","61187"
"07.01.2021 21:45 - 07.01.2021 22:00","54050","60365"
"07.01.2021 22:00 - 07.01.2021 22:15","53325","58762"
"07.01.2021 22:15 - 07.01.2021 22:30","51922","57888"
"07.01.2021 22:30 - 07.01.2021 22:45","51089","57253"
"07.01.2021 22:45 - 07.01.2021 23:00","50564","56603"
"07.01.2021 23:00 - 07.01.2021 23:15","49376","55586"
"07.01.2021 23:15 - 07.01.2021 23:30","48853","54747"
"07.01.2021 23:30 - 07.01.2021 23:45","48434","54380"
"07.01.2021 23:45 - 08.01.2021 00:00","48054","53831"
"08.01.2021 00:00 - 08.01.2021 00:15","47423","53209"
"08.01.2021 00:15 - 08.01.2021 00:30","46754","52644"
"08.01.2021 00:30 - 08.01.2021 00:45","46466","52734"
"08.01.2021 00:45 - 08.01.2021 01:00","46229","52301"
"08.01.2021 01:00 - 08.01.2021 01:15","46002","51462"
"08.01.2021 01:15 - 08.01.2021 01:30","46011","51274"
"08.01.2021 01:30 - 08.01.2021 01:45","45976","51534"
"08.01.2021 01:45 - 08.01.2021 02:00","46211","51385"
"08.01.2021 02:00 - 08.01.2021 02:15","46148","51095"
"08.01.2021 02:15 - 08.01.2021 02:30","46559","51318"
"08.01.2021 02:30 - 08.01.2021 02:45","46509","51506"
"08.01.2021 02:45 - 08.01.2021 03:00","46509","51737"
"08.01.2021 03:00 - 08.01.2021 03:15","46915","52185"
"08.01.2021 03:15 - 08.01.2021 03:30","47346","52346"
"08.01.2021 03:30 - 08.01.2021 03:45","47350","52637"
"08.01.2021 03:45 - 08.01.2021 04:00","48104","53116"
"08.01.2021 04:00 - 08.01.2021 04:15","48789","53994"
"08.01.2021 04:15 - 08.01.2021 04:30","49340","54232"
"08.01.2021 04:30 - 08.01.2021 04:45","50177","55016"
"08.01.2021 04:45 - 08.01.2021 05:00","51514","56173"
"08.01.2021 05:00 - 08.01.2021 05:15","53673","58118"
"08.01.2021 05:15 - 08.01.2021 05:30","55392","59406"
"08.01.2021 05:30 - 08.01.2021 05:45","56534","60782"
"08.01.2021 05:45 - 08.01.2021 06:00","57963","62036"
"08.01.2021 06:00 - 08.01.2021 06:15","59376","63790"
"08.01.2021 06:15 - 08.01.2021 06:30","59828","64698"
"08.01.2021 06:30 - 08.01.2021 06:45","60516","65503"
"08.01.2021 06:45 - 08.01.2021 07:00","61322","66515"
"08.01.2021 07:00 - 08.01.2021 07:15","62323","67466"
"08.01.2021 07:15 - 08.01.2021 07:30","62379","67658"
"08.01.2021 07:30 - 08.01.2021 07:45","62397","68174"
"08.01.2021 07:45 - 08.01.2021 08:00","62831","68357"
"08.01.2021 08:00 - 08.01.2021 08:15","62263","68700"
"08.01.2021 08:15 - 08.01.2021 08:30","62666","69068"
"08.01.2021 08:30 - 08.01.2021 08:45","63077","69392"
"08.01.2021 08:45 - 08.01.2021 09:00","62963","69706"
"08.01.2021 09:00 - 08.01.2021 09:15","62930","70111"
"08.01.2021 09:15 - 08.01.2021 09:30","63420","70281"
"08.01.2021 09:30 - 08.01.2021 09:45","63363","70638"
"08.01.2021 09:45 - 08.01.2021 10:00","63936","70851"
"08.01.2021 10:00 - 08.01.2021 10:15","64386","70741"
"08.01.2021 10:15 - 08.01.2021 10:30","64608","71194"
"08.01.2021 10:30 - 08.01.2021 10:45","64526","71519"
"08.01.2021 10:45 - 08.01.2021 11:00","64697","71583"
"08.01.2021 11:00 - 08.01.2021 11:15","64445","71332"
"08.01.2021 11:15 - 08.01.2021 11:30","64575","71310"
"08.01.2021 11:30 - 08.01.2021 11:45","64182","71093"
"08.01.2021 11:45 - 08.01.2021 12:00","63903","70737"
"08.01.2021 12:00 - 08.01.2021 12:15","63152","70185"
"08.01.2021 12:15 - 08.01.2021 12:30","62856","69536"
"08.01.2021 12:30 - 08.01.2021 12:45","61981","69146"
"08.01.2021 12:45 - 08.01.2021 13:00","61203","68583"
"08.01.2021 13:00 - 08.01.2021 13:15","60980","68241"
"08.01.2021 13:15 - 08.01.2021 13:30","60808","68140"
"08.01.2021 13:30 - 08.01.2021 13:45","60527","67772"
"08.01.2021 13:45 - 08.01.2021 14:00","60545","67457"
"08.01.2021 14:00 - 08.01.2021 14:15","60207","67537"
"08.01.2021 14:15 - 08.01.2021 14:30","59905","67375"
"08.01.2021 14:30 - 08.01.2021 14:45","60131","67317"
"08.01.2021 14:45 - 08.01.2021 15:00","60004","67243"
"08.01.2021 15:00 - 08.01.2021 15:15","60087","67611"
"08.01.2021 15:15 - 08.01.2021 15:30","60572","67768"
"08.01.2021 15:30 - 08.01.2021 15:45","61024","68246"
"08.01.2021 15:45 - 08.01.2021 16:00","61581","69124"
"08.01.2021 16:00 - 08.01.2021 16:15","63026","69834"
"08.01.2021 16:15 - 08.01.2021 16:30","63666","70515"
"08.01.2021 16:30 - 08.01.2021 16:45","64347","70816"
"08.01.2021 16:45 - 08.01.2021 17:00","64708","71042"
"08.01.2021 17:00 - 08.01.2021 17:15","64412","70605"
"08.01.2021 17:15 - 08.01.2021 17:30","64376","70243"
"08.01.2021 17:30 - 08.01.2021 17:45","64101","70170"
"08.01.2021 17:45 - 08.01.2021 18:00","63507","69785"
"08.01.2021 18:00 - 08.01.2021 18:15","62975","69269"
"08.01.2021 18:15 - 08.01.2021 18:30","62214","68417"
"08.01.2021 18:30 - 08.01.2021 18:45","61852","67868"
"08.01.2021 18:45 - 08.01.2021 19:00","61306","66938"
"08.01.2021 19:00 - 08.01.2021 19:15","59679","65633"
"08.01.2021 19:15 - 08.01.2021 19:30","58469","64885"
"08.01.2021 19:30 - 08.01.2021 19:45","57638","63797"
"08.01.2021 19:45 - 08.01.2021 20:00","56884","62939"
"08.01.2021 20:00 - 08.01.2021 20:15","56324","62164"
"08.01.2021 20:15 - 08.01.2021 20:30","55836","61542"
"08.01.2021 20:30 - 08.01.2021 20:45","55017","60856"
"08.01.2021 20:45 - 08.01.2021 21:00","54866","60194"
"08.01.2021 21:00 - 08.01.2021 21:15","54690","59938"
"08.01.2021 21:15 - 08.01.2021 21:30","54201","59345"
"08.01.2021 21:30 - 08.01.2021 21:45","53739","58791"
"08.01.2021 21:45 - 08.01.2021 22:00","52735","58191"
"08.01.2021 22:00 - 08.01.2021 22:15","51784","56963"
"08.01.2021 22:15 - 08.01.2021 22:30","50703","56306"
"08.01.2021 22:30 - 08.01.2021 22:45","49993","55460"
"08.01.2021 22:45 - 08.01.2021 23:00","49408","54889"
"08.01.2021 23:00 - 08.01.2021 23:15","48890","53530"
"08.01.2021 23:15 - 08.01.2021 23:30","48180","52848"
"08.01.2021 23:30 - 08.01.2021 23:45","47633","52259"
"08.01.2021 23:45 - 09.01.2021 00:00","47078","51698"
"09.01.2021 00:00 - 09.01.2021 00:15","46808","51226"
"09.01.2021 00:15 - 09.01.2021 00:30","45872","50806"
"09.01.2021 00:30 - 09.01.2021 00:45","45408","50661"
"09.01.2021 00:45 - 09.01.2021 01:00","45243","50262"
"09.01.2021 01:00 - 09.01.2021 01:15","44943","49653"
"09.01.2021 01:15 - 09.01.2021 01:30","44737","49408"
"09.01.2021 01:30 - 09.01.2021 01:45","44574","49521"
"09.01.2021 01:45 - 09.01.2021 02:00","44557","49492"
"09.01.2021 02:00 - 09.01.2021 02:15","44267","49383"
"09.01.2021 02:15 - 09.01.2021 02:30","44647","49141"
"09.01.2021 02:30 - 09.01.2021 02:45","44403","48897"
"09.01.2021 02:45 - 09.01.2021 03:00","44378","48966"
"09.01.2021 03:00 - 09.01.2021 03:15","44352","49188"
"09.01.2021 03:15 - 09.01.2021 03:30","44576","49060"
"09.01.2021 03:30 - 09.01.2021 03:45","44424","49083"
"09.01.2021 03:45 - 09.01.2021 04:00","44836","49240"
"09.01.2021 04:00 - 09.01.2021 04:15","44366","49513"
"09.01.2021 04:15 - 09.01.2021 04:30","44032","49103"
"09.01.2021 04:30 - 09.01.2021 04:45","43985","49024"
"09.01.2021 04:45 - 09.01.2021 05:00","43884","49073"
"09.01.2021 05:00 - 09.01.2021 05:15","43855","49217"
"09.01.2021 05:15 - 09.01.2021 05:30","44124","49290"
"09.01.2021 05:30 - 09.01.2021 05:45","44324","49498"
"09.01.2021 05:45 - 09.01.2021 06:00","45157","49892"
"09.01.2021 06:00 - 09.01.2021 06:15","45838","50675"
"09.01.2021 06:15 - 09.01.2021 06:30","46403","51348"
"09.01.2021 06:30 - 09.01.2021 06:45","47000","51836"
"09.01.2021 06:45 - 09.01.2021 07:00","47663","52644"
"09.01.2021 07:00 - 09.01.2021 07:15","48976","53614"
"09.01.2021 07:15 - 09.01.2021 07:30","49647","54181"
"09.01.2021 07:30 - 09.01.2021 07:45","49903","55233"
"09.01.2021 07:45 - 09.01.2021 08:00","50960","55793"
"09.01.2021 08:00 - 09.01.2021 08:15","51876","56851"
"09.01.2021 08:15 - 09.01.2021 08:30","52890","57570"
"09.01.2021 08:30 - 09.01.2021 08:45","53862","57966"
"09.01.2021 08:45 - 09.01.2021 09:00","54168","58599"
"09.01.2021 09:00 - 09.01.2021 09:15","54497","59072"
"09.01.2021 09:15 - 09.01.2021 09:30","55145","59452"
"09.01.2021 09:30 - 09.01.2021 09:45","55336","59729"
"09.01.2021 09:45 - 09.01.2021 10:00","55416","60192"
"09.01.2021 10:00 - 09.01.2021 10:15","56026","60651"
"09.01.2021 10:15 - 09.01.2021 10:30","56159","60901"
"09.01.2021 10:30 - 09.01.2021 10:45","56338","61421"
"09.01.2021 10:45 - 09.01.2021 11:00","56833","61701"
"09.01.2021 11:00 - 09.01.2021 11:15","56498","61670"
"09.01.2021 11:15 - 09.01.2021 11:30","56520","61522"
"09.01.2021 11:30 - 09.01.2021 11:45","56071","61300"
"09.01.2021 11:45 - 09.01.2021 12:00","55990","60989"
"09.01.2021 12:00 - 09.01.2021 12:15","55308","60698"
"09.01.2021 12:15 - 09.01.2021 12:30","55142","60062"
"09.01.2021 12:30 - 09.01.2021 12:45","54842","59889"
"09.01.2021 12:45 - 09.01.2021 13:00","54194","59529"
"09.01.2021 13:00 - 09.01.2021 13:15","53768","59265"
"09.01.2021 13:15 - 09.01.2021 13:30","53063","58965"
"09.01.2021 13:30 - 09.01.2021 13:45","53296","58794"
"09.01.2021 13:45 - 09.01.2021 14:00","53361","58879"
"09.01.2021 14:00 - 09.01.2021 14:15","52938","58891"
"09.01.2021 14:15 - 09.01.2021 14:30","52616","58465"
"09.01.2021 14:30 - 09.01.2021 14:45","52852","58410"
"09.01.2021 14:45 - 09.01.2021 15:00","52872","58643"
"09.01.2021 15:00 - 09.01.2021 15:15","52934","59128"
"09.01.2021 15:15 - 09.01.2021 15:30","53289","59422"
"09.01.2021 15:30 - 09.01.2021 15:45","53638","60037"
"09.01.2021 15:45 - 09.01.2021 16:00","54511","61029"
